external_id,type,stem,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,option_i,option_j,option_image_a,option_image_b,option_image_c,option_image_d,option_image_e,option_image_f,option_image_g,option_image_h,option_image_i,option_image_j,answer,score,explanation,tags,difficulty,image_urls
coffee-036,multi,克丽玛的存在代表了：,咖啡豆是否仍然新鲜。,咖啡豆烘焙是否合适。,这杯咖啡是浓郁还是清淡。,这杯咖啡好喝。,,,,,,,,,,,,,,,,,A|B|C,1,,coffee|source-row:37|咖啡萃取,,
coffee-037,multi,在家里存放咖啡，比较妥善的方法是：,与空气隔绝,放进冷藏,保持干燥,存放在阴凉处,密封放进冷冻,,,,,,,,,,,,,,,,A|C|D|E,1,,coffee|source-row:38|咖啡储存,,
coffee-038,multi,通过烘焙，主要改变的是咖啡的__、__ 和___。,风味,酸味,甜味,鲜味,苦味,,,,,,,,,,,,,,,,A|B|C|E,1,,coffee|source-row:39|咖啡烘焙|normalized-option-labels,,
coffee-039,multi,"""干处理""（dry milling）是指___和___。",去壳,去皮,生豆分级,水洗,,,,,,,,,,,,,,,,,A|C,1,,coffee|source-row:40|咖啡处理法,,
coffee-040,multi,咖啡⾖在装袋时，依照⽣产国不同的习惯装成约__千克或__千克的规格,60,66,69,80,,,,,,,,,,,,,,,,,A|C,1,,coffee|source-row:41|咖啡烘焙,,
coffee-041,multi,常见的采收的方式有什么？,机械采收,手摘采收法,,,,,,,,,,,,,,,,,,,A|B,1,,coffee|source-row:42|咖啡采收,,
coffee-042,multi,帕卡马拉这个品种的双亲是___和___。,帕卡斯,肯特,SL-34,马拉戈日皮,,,,,,,,,,,,,,,,,A|D,1,,coffee|source-row:43|咖啡品种,,
coffee-043,multi,咖啡树的常见病虫害是：,叶锈病,黄龙病,咖啡浆果病,蚜虫,,,,,,,,,,,,,,,,,A|C,1,,coffee|source-row:44|咖啡种植,,
coffee-044,multi,目前世界上主要的两个商业用途的咖啡树种（Species）是___和___。,阿拉比卡,利比里亚,卡内弗拉,肯特,,,,,,,,,,,,,,,,,A|C,1,罗布斯塔是卡内弗拉种中的一个分支，跟铁比卡是阿拉比卡种中的一个分支一样。,coffee|source-row:45|咖啡品种,,
coffee-045,multi,对于大多数咖啡生产者在选择栽种品类时，主要考虑的是：,品类是否高产,风味优劣,获利和收入,品类是否有高抗病性,,,,,,,,,,,,,,,,,A|B|C|D,1,,coffee|source-row:46|咖啡种植,,
coffee-046,judge,古巴出产咖啡。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:47|咖啡产地,,
coffee-047,judge,坦桑尼亚是中美洲国家。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,坦桑尼亚是非洲的。,coffee|source-row:48|咖啡产地,,
coffee-048,judge,多米尼加共和国出产咖啡。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:49|咖啡产地,,
coffee-049,judge,埃塞俄比亚是公认的咖啡发源地。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:50|咖啡产地,,
coffee-050,judge,Gibraltar（直布罗陀）的名字来自于一款 Libbey 公司出品的同名杯子。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:51|咖啡饮品,,
coffee-051,judge,使用滤纸冲煮的咖啡中含有大量咖啡油脂。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,咖啡油脂不能通过滤纸。,coffee|source-row:52|咖啡制作,,
coffee-052,judge,在咖啡中加入牛奶会影响我们对咖啡风味的捕捉。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:53|咖啡品鉴,,
coffee-053,judge,豆子越大，品质越好，风味越丰富。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,coffee|source-row:54|咖啡生豆,,
coffee-054,judge,咖啡制作中咖啡粉和水的最佳比例是1:16。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,粉水比不存在最佳情况。,coffee|source-row:55|咖啡萃取,,
coffee-055,judge,一般来说，海拔越高单棵咖啡树的产量越高。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,海拔越高，产量越低。,coffee|source-row:56|咖啡种植,,
coffee-056,judge,Flat White（馥芮白）的出现很有可能是因为大家不满于满是奶沫的 Cappuccino，希望得到一杯口感更扎实的牛奶咖啡。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,这个推断是符合逻辑的。,coffee|source-row:57|咖啡饮品,,
coffee-057,judge,Americano（美式咖啡）就是浓缩里面加水稀释后的咖啡饮品。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:58|咖啡饮品,,
coffee-058,judge,Flat White（馥芮白）通常会使用单份 Espresso 或 Ristretto 做基底。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,coffee|source-row:59|咖啡饮品,,
coffee-059,judge,传统的 Macchiato（玛奇朵）就是在意式浓缩里加一点带奶沫的牛奶。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:60|咖啡饮品,,
coffee-060,judge,对同一支咖啡豆而言，在粉重不变的情况下，我们可以用同样的研磨度制作萃取合适的 Espresso、Ristretto 和 Lungo。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,在制作不同粉液比的浓缩要使用不同的萃取方案，其中包括研磨度的不同。,coffee|source-row:61|咖啡萃取,,
coffee-061,judge,Caffe Latte（咖啡拿铁）是一种比 Cappuccino（卡布奇诺）牛奶比例更高，奶沫更薄的咖啡饮品。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:62|咖啡饮品,,
coffee-062,judge,Ristretto 比 Espresso 浓度要低。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,Ristretto 的浓度要比 Espresso 高。粉液比一般在 1:1.5 以下。,coffee|source-row:63|咖啡萃取,,
coffee-063,judge,制作意式浓缩时，发现萃取时间太短，我们可以通过调细研磨或添加粉量来延长萃取时间。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,这两个方法都是可行的，但是出来的效果不一样。,coffee|source-row:64|咖啡萃取,,
coffee-064,judge,TDS 高就代表水的硬度高。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,水的硬度指的是水中钙镁离子的含量。TDS（总固体可溶物含量）不仅仅包含钙镁化合物。,coffee|source-row:65|咖啡水质,,
coffee-065,judge,制作滴滤咖啡使用的豆子最好距离烘焙日期5-20天。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,一般放3-4天就可以。制作意式咖啡的话，要静置5~20天，以保证萃取稳定。,coffee|source-row:66|咖啡烘焙,,
coffee-066,judge,咖啡颜⾊越深，烘焙度越深 。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:67|咖啡储存,,
coffee-067,judge,虽然关于咖啡的芳香化合物种类记录上比葡萄酒多出许多，但是一种咖啡豆仅会同时拥有部分芳香化学物。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:68|咖啡风味,,
coffee-068,judge,日晒处理法通常都是用来处理高质量的咖啡。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,在全世界的产区中，日晒处理法通常被视为用来制作非常低质量或未成熟果较多的批次。,coffee|source-row:69|咖啡处理法,,
coffee-069,judge,如果资金有限，高品质的咖啡机配一般的磨豆机是比较好的方案。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,应该优先投资好的磨豆机，而非咖啡机。,coffee|source-row:70|咖啡设备,,
coffee-070,judge,墨西哥出产咖啡。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,coffee|source-row:71|咖啡产地,,
coffee-071,judge,波旁是卡杜拉的自然突变种。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,波旁是铁比卡的自然突变种。,coffee|source-row:72|咖啡品种,,
coffee-072,judge,机械采收可以准确采收完全成熟的咖啡果实。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,机械采收的最大缺点是会采摘到未成熟的果实。机器无法分辨成熟度，会统一采收。,coffee|source-row:73|咖啡采收,,
coffee-073,judge,果实的成熟程度通常与其含糖量多少无直接关联。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,果实的成熟程度通常与其含糖量多少有直接关联。,coffee|source-row:74|咖啡种植,,
coffee-074,judge,大多数咖啡树一年可以收成两次。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,大多数咖啡树一年一获，某些产国一年会有第二次收成，但通常产量较小，质量也差。,coffee|source-row:75|咖啡种植,,
coffee-075,judge,所有瑕疵豆都可以在生豆状态下被发现。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,有些瑕疵豆可以在生豆状态下轻易发现，有些则是在最后品测阶段才察觉出来。,coffee|source-row:76|咖啡生豆,,
coffee-076,judge,大部分咖啡生产者在选择精制处理法时非常注重处理后产生的风味。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,大部分咖啡生产者，如何在尽可能得到最少瑕疵豆并维持质量稳定的处理方式下，获得最多的金钱价值，才是他们的目标。,coffee|source-row:77|咖啡处理法,,
coffee-077,fill,咖啡产业可以粗略切分为___和___两个截然不同的领域。,,,,,,,,,,,,,,,,,,,,,商业咖啡、精品咖啡|商业咖啡和精品咖啡|商业咖啡、精品|商业咖啡和精品|商业、精品咖啡|商业和精品咖啡|商业、精品|商业和精品,1,填空1：商业咖啡|商业；填空2：精品咖啡|精品,coffee|source-row:78|咖啡产业,,
coffee-078,fill,请从外到内依序标出咖啡果实组织名称。,,,,,,,,,,,,,,,,,,,,,外果皮、果肉、内果皮、银皮、种子|外果皮、果肉、内果皮、银皮、Seed|外果皮、果肉、内果皮、Silverskin、种子|外果皮、果肉、内果皮、Silverskin、Seed|外果皮、果肉、羊皮、银皮、种子|外果皮、果肉、羊皮、银皮、Seed|外果皮、果肉、羊皮、Silverskin、种子|外果皮、果肉、羊皮、Silverskin、Seed|外果皮、果肉、Parchment、银皮、种子|外果皮、果肉、Parchment、银皮、Seed|外果皮、果肉、Parchment、Silverskin、种子|外果皮、果肉、Parchment、Silverskin、Seed|外果皮、Pulp、内果皮、银皮、种子|外果皮、Pulp、内果皮、银皮、Seed|外果皮、Pulp、内果皮、Silverskin、种子|外果皮、Pulp、内果皮、Silverskin、Seed|外果皮、Pulp、羊皮、银皮、种子|外果皮、Pulp、羊皮、银皮、Seed|外果皮、Pulp、羊皮、Silverskin、种子|外果皮、Pulp、羊皮、Silverskin、Seed|外果皮、Pulp、Parchment、银皮、种子|外果皮、Pulp、Parchment、银皮、Seed|外果皮、Pulp、Parchment、Silverskin、种子|外果皮、Pulp、Parchment、Silverskin、Seed|表皮、果肉、内果皮、银皮、种子|表皮、果肉、内果皮、银皮、Seed|表皮、果肉、内果皮、Silverskin、种子|表皮、果肉、内果皮、Silverskin、Seed|表皮、果肉、羊皮、银皮、种子|表皮、果肉、羊皮、银皮、Seed|表皮、果肉、羊皮、Silverskin、种子|表皮、果肉、羊皮、Silverskin、Seed|表皮、果肉、Parchment、银皮、种子|表皮、果肉、Parchment、银皮、Seed|表皮、果肉、Parchment、Silverskin、种子|表皮、果肉、Parchment、Silverskin、Seed|表皮、Pulp、内果皮、银皮、种子|表皮、Pulp、内果皮、银皮、Seed|表皮、Pulp、内果皮、Silverskin、种子|表皮、Pulp、内果皮、Silverskin、Seed|表皮、Pulp、羊皮、银皮、种子|表皮、Pulp、羊皮、银皮、Seed|表皮、Pulp、羊皮、Silverskin、种子|表皮、Pulp、羊皮、Silverskin、Seed|表皮、Pulp、Parchment、银皮、种子|表皮、Pulp、Parchment、银皮、Seed|表皮、Pulp、Parchment、Silverskin、种子|表皮、Pulp、Parchment、Silverskin、Seed|果皮、果肉、内果皮、银皮、种子|果皮、果肉、内果皮、银皮、Seed|果皮、果肉、内果皮、Silverskin、种子|果皮、果肉、内果皮、Silverskin、Seed|果皮、果肉、羊皮、银皮、种子|果皮、果肉、羊皮、银皮、Seed|果皮、果肉、羊皮、Silverskin、种子|果皮、果肉、羊皮、Silverskin、Seed|果皮、果肉、Parchment、银皮、种子|果皮、果肉、Parchment、银皮、Seed|果皮、果肉、Parchment、Silverskin、种子|果皮、果肉、Parchment、Silverskin、Seed|果皮、Pulp、内果皮、银皮、种子|果皮、Pulp、内果皮、银皮、Seed|果皮、Pulp、内果皮、Silverskin、种子|果皮、Pulp、内果皮、Silverskin、Seed|果皮、Pulp、羊皮、银皮、种子|果皮、Pulp、羊皮、银皮、Seed|果皮、Pulp、羊皮、Silverskin、种子|果皮、Pulp、羊皮、Silverskin、Seed|果皮、Pulp、Parchment、银皮、种子|果皮、Pulp、Parchment、银皮、Seed|果皮、Pulp、Parchment、Silverskin、种子|果皮、Pulp、Parchment、Silverskin、Seed|Skin、果肉、内果皮、银皮、种子|Skin、果肉、内果皮、银皮、Seed|Skin、果肉、内果皮、Silverskin、种子|Skin、果肉、内果皮、Silverskin、Seed|Skin、果肉、羊皮、银皮、种子|Skin、果肉、羊皮、银皮、Seed|Skin、果肉、羊皮、Silverskin、种子|Skin、果肉、羊皮、Silverskin、Seed|Skin、果肉、Parchment、银皮、种子|Skin、果肉、Parchment、银皮、Seed|Skin、果肉、Parchment、Silverskin、种子|Skin、果肉、Parchment、Silverskin、Seed|Skin、Pulp、内果皮、银皮、种子|Skin、Pulp、内果皮、银皮、Seed|Skin、Pulp、内果皮、Silverskin、种子|Skin、Pulp、内果皮、Silverskin、Seed|Skin、Pulp、羊皮、银皮、种子|Skin、Pulp、羊皮、银皮、Seed|Skin、Pulp、羊皮、Silverskin、种子|Skin、Pulp、羊皮、Silverskin、Seed|Skin、Pulp、Parchment、银皮、种子|Skin、Pulp、Parchment、银皮、Seed|Skin、Pulp、Parchment、Silverskin、种子|Skin、Pulp、Parchment、Silverskin、Seed,1,填空1：外果皮|表皮|果皮|Skin；填空2：果肉|Pulp；填空3：内果皮|羊皮|Parchment；填空4：银皮|Silverskin；填空5：种子|Seed,coffee|source-row:79|咖啡植物,,resource:coffee-cherry-structure
coffee-079,fill,___和___这两种老化现象会发展出通常不太好的新味道。,,,,,,,,,,,,,,,,,,,,,氧化、受潮|氧化和受潮|受潮、氧化|受潮和氧化,1,填空1：氧化|受潮；填空2：受潮|氧化,coffee|source-row:80|咖啡储存,,
coffee-080,fill,Aeropress 是指哪一个冲煮器具？,,,,,,,,,,,,,,,,,,,,,爱乐压,1,爱乐压,coffee|source-row:81|咖啡设备,,
coffee-081,qa,咖啡品尝主要发生在我们身体的___和___两个地方。,,,,,,,,,,,,,,,,,,,,,,1,口腔和鼻腔,coffee|source-row:82|咖啡品鉴,,
coffee-082,qa,咖啡产区主要集中在___地区。,,,,,,,,,,,,,,,,,,,,,,1,南北回归线之间的热带和亚热带地区（咖啡带）,coffee|source-row:83|咖啡产地,,
coffee-083,qa,巴拿马最著名的咖啡庄园是？,,,,,,,,,,,,,,,,,,,,,,1,翡翠庄园（La Esmeralda）,coffee|source-row:84|咖啡产地,,
coffee-084,qa,图中的咖啡冲煮器具叫什么名字？,,,,,,,,,,,,,,,,,,,,,,1,虹吸壶|虹吸|赛风|Syphon,coffee|source-row:85|咖啡设备,,resource:coffee-siphon
coffee-085,qa,SL-28这个品种名字中的SL全称是___。,,,,,,,,,,,,,,,,,,,,,,1,斯科特实验室 / Scott Laboratories,coffee|source-row:86|咖啡品种,,
coffee-086,qa,"什么是""原生种（Heirloom Varieties）""？",,,,,,,,,,,,,,,,,,,,,,1,野生阿拉比卡种，可能由不同树种或品类间的自然杂交繁衍而出，多见于埃塞俄比亚出产的咖啡。,coffee|source-row:87|咖啡品种,,
coffee-087,qa,"""湿处理""（wet milling）指的是什么？",,,,,,,,,,,,,,,,,,,,,,1,"""湿处理""是指咖啡浆果制作成晒干后的带壳豆的过程。",coffee|source-row:88|咖啡处理法,,
coffee-088,qa,"简单描述一下""日晒处理""的主要步骤。",,,,,,,,,,,,,,,,,,,,,,1,1. 拣除未成熟果实。2. 进行干燥程序：成熟的浆果平铺接受阳光曝晒，人工不断翻动，让空气更均匀地在咖啡浆果四周流动。,coffee|source-row:89|咖啡处理法,,
coffee-089,qa,"简单描述一下""水洗处理法""的主要步骤。",,,,,,,,,,,,,,,,,,,,,,1,1. 筛选未成熟果实。2. 去除外果皮。3. 发酵：放入水池中发酵去除表面果肉。4. 清洗：洗干净发酵后咖啡豆的表面。5. 干燥。,coffee|source-row:90|咖啡处理法,,
coffee-090,qa,"简单描述一下""带果胶日晒处理法（蜜处理法）""的主要步骤。",,,,,,,,,,,,,,,,,,,,,,1,1. 筛选未成熟果实。2. 去除外果皮。3. 干燥。,coffee|source-row:91|咖啡处理法,,
coffee-091,qa,湿磨处理法（Giling Basah）处理的咖啡较之于其他处理法都通常会有什么样的特点？,,,,,,,,,,,,,,,,,,,,,,1,通常酸度较低，口感更加醇厚，同时也会产生一些其他处理法没有的风味，如：木头味、土味、霉味、香料味、烟草味以及皮革味等。,coffee|source-row:92|咖啡处理法,,
coffee-092,qa,咖啡烘焙过程中主要发生了哪两个化学反应？,,,,,,,,,,,,,,,,,,,,,,1,焦糖化反应和美拉德反应,coffee|source-row:93|咖啡烘焙,,
coffee-093,qa,简述克丽玛（Crema）形成的原因。,,,,,,,,,,,,,,,,,,,,,,1,克丽玛的成因，是水在非常高的压力下可以溶解更多的二氧化碳，而二氧化碳是在咖啡烘焙时自然产生的气体，当冲煮好的咖啡逐渐恢复到正常大气压力之下，咖啡液无法继续困住所有的其他成分，因此会有无数的小气泡从液体中冒出来。这些泡泡会留在咖啡液面上，看起来就像很稳定的一层泡沫。,coffee|source-row:94|咖啡萃取,,
coffee-094,qa,布隆迪和卢旺达的咖啡中独有的特殊风味是什么？,,,,,,,,,,,,,,,,,,,,,,1,生土豆味。,coffee|source-row:95|咖啡风味,,
coffee-095,qa,为什么巴西大部分咖啡种植地区可以采用机械采收？,,,,,,,,,,,,,,,,,,,,,,1,巴西大部分地区地势平坦，适合机械采收。,coffee|source-row:96|咖啡采收,,
coffee-096,qa,可娜（Kona）的生豆价格高昂的直接原因有哪些？,,,,,,,,,,,,,,,,,,,,,,1,夏威夷可娜是发达国家产区，人工费用高昂是导致该产区生豆价格高昂的直接原因之一。,coffee|source-row:97|咖啡产地,,
coffee-097,qa,说说用法压壶制作咖啡的优点和缺点。,,,,,,,,,,,,,,,,,,,,,,1,优点：价格便宜、操作简单、出品稳定、保留咖啡油脂。缺点：咖啡中会有咖啡渣，会导致口感不佳。,coffee|source-row:98|咖啡设备,,
coffee-098,qa,简单说说为什么不推荐一般消费者在家中配置意式咖啡机？,,,,,,,,,,,,,,,,,,,,,,1,价格高，维护成本高，技术要求高。,coffee|source-row:99|咖啡设备,,
coffee-099,qa,列举5个影响最终 Espresso 品质的因素。,,,,,,,,,,,,,,,,,,,,,,1,生豆品质、烘焙品质、水的品质、磨豆机状况、意式咖啡机状况、操作流程等等。,coffee|source-row:100|咖啡萃取,,
coffee-100,qa,制作滴滤咖啡常用的过滤材质有哪三种？,,,,,,,,,,,,,,,,,,,,,,1,滤纸、滤布、金属滤网,coffee|source-row:101|咖啡制作,,
