external_id,type,stem,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,option_i,option_j,option_image_a,option_image_b,option_image_c,option_image_d,option_image_e,option_image_f,option_image_g,option_image_h,option_image_i,option_image_j,answer,score,explanation,tags,difficulty,image_urls
cupping-012,multi,”香气“包括哪几项？,干香,湿香,破渣香,余韵,,,,,,,,,,,,,,,,,A|B|C,1,,cupping|source-row:12,,
cupping-013,single,如果不止一杯中有瑕疵风味，那么打分以瑕疵(     )为准。,最轻微的那杯,瑕疵味的平均情况,最严重的那杯,,,,,,,,,,,,,,,,,,C,1,,cupping|source-row:13,,
cupping-014,judge,酸质的打分取决于酸的质量和酸的强度。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:14,,
cupping-015,judge,涩是一种口感。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:15,,
cupping-016,judge,口感打分的根据是厚重程度。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:16,,
cupping-017,qa,风味（flovor）指的是什么？,,,,,,,,,,,,,,,,,,,,,风味指的是味觉和嗅觉的综合表现。,1,风味指的是味觉和嗅觉的综合表现。,cupping|source-row:17|manual-grading,,
cupping-018,judge,余韵是指咖啡吞下后的整体感受。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:18,,
cupping-019,judge,余韵的评分标准是停留的时间长短。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:19,,
cupping-020,qa,平衡的定义是什么？,,,,,,,,,,,,,,,,,,,,,咖啡整体（香气、味道、口感和余韵）的和谐。,1,咖啡整体（香气、味道、口感和余韵）的和谐。,cupping|source-row:20|manual-grading,,
cupping-021,judge,总体评分（overall）体现的是测评者的客观评分。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,总体评分体现的是主观喜好。,cupping|source-row:21,,
cupping-022,single,杯测的冲煮比例一般为（）。,1:15,1:15.7,1:16,1:16.7,,,,,,,,,,,,,,,,,D,1,,cupping|source-row:22,,
cupping-023,single,正常杯测中，每支样品豆准备（）杯，以保证样品呈现的统一。,1,2,3,4,,,,,,,,,,,,,,,,,D,1,,cupping|source-row:23,,
cupping-024,judge,样品只需要按顺序排列就可以，无需一一做标记。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:24,,
cupping-025,single,在有盖盖子的情况下，研磨好的咖啡粉放置时间不应该超过（）分钟，以免香气散失,15,20,25,30,,,,,,,,,,,,,,,,,D,1,,cupping|source-row:25,,
cupping-026,single,在没盖盖子的情况下，研磨好的咖啡粉放置时间不应该超过（）分钟，以免香气散失,12,15,16,25,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:26,,
cupping-027,qa,简述杯测环境要求。,,,,,,,,,,,,,,,,,,,,,"环境干净、无味
合适的桌子
全程保持安静
无其他干扰（如：手机）",1,"环境干净、无味
合适的桌子
全程保持安静
无其他干扰（如：手机）",cupping|source-row:27|manual-grading,,
cupping-028,judge,一般的杯测会中，喝咖啡的顺序随自己的喜好进行。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:28,,
cupping-029,single,在给八项标准打分时，最低以多少分为打分单位呢？,0.1,0.5,1,0.05,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:29,,
cupping-030,qa,请问 COE 是由哪个组织举办的？,,,,,,,,,,,,,,,,,,,,,Alliance for Coffee Excellence (ACE),1,Alliance for Coffee Excellence (ACE),cupping|source-row:30|manual-grading,,
cupping-031,judge,在给八项标准打分时，如果觉得某一项表现一般则打6分。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,6分代表不错。,cupping|source-row:31,,
cupping-032,qa,请写出 COE 的英文全称和中文译名。,,,,,,,,,,,,,,,,,,,,,"英文：Cup of Excellence
中文：卓越杯/超凡一杯",1,"英文：Cup of Excellence
中文：卓越杯/超凡一杯",cupping|source-row:32|manual-grading,,
cupping-033,judge,即便杯测者给某项打了0分，也必须把剩余项目的评分打完。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:33,,
cupping-034,judge,专业品鉴仅仅是为了主观判断一杯咖啡的好坏。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,专业的咖啡品鉴不仅是用于判定一杯咖啡的好坏，更重要的是通过它来更加客观地分析一杯咖啡，让咖啡的风味图谱能够清晰地展现在我们眼前，再通这个图谱去寻找提高咖啡品质的方法。,cupping|source-row:34,,
cupping-035,judge,杯测应该从热喝到凉以全面了解味道的变化。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:35,,
cupping-036,qa,简述杯测对咖啡师、烘焙师和生豆采购员的意义。,,,,,,,,,,,,,,,,,,,,,"咖啡师：全面了解咖啡；帮助制定萃取方案；了解问题并于烘焙师、生豆采购员沟通。
烘焙师：调整烘焙方案。
生豆采购员：排除烘焙、冲煮等因素，判断生豆品质",1,"咖啡师：全面了解咖啡；帮助制定萃取方案；了解问题并于烘焙师、生豆采购员沟通。
烘焙师：调整烘焙方案。
生豆采购员：排除烘焙、冲煮等因素，判断生豆品质",cupping|source-row:36|manual-grading,,
cupping-037,single,如果咖啡热的时候甜度为7分，凉掉以后甜度下降至6分，则最终评分是多少呢？,7,6.5,6,,,,,,,,,,,,,,,,,,C,1,,cupping|source-row:37,,
cupping-038,qa,杯测样品的最终得分如何计算？请写出公式。,,,,,,,,,,,,,,,,,,,,,八项总分+瑕疵扣分+36=总得分,1,八项总分+瑕疵扣分+36=总得分,cupping|source-row:38|manual-grading,,
cupping-039,qa,请问香气由哪两个纬度进行进行标记？,,,,,,,,,,,,,,,,,,,,,“愉悦程度”和“强烈程度“,1,“愉悦程度”和“强烈程度“,cupping|source-row:39|manual-grading,,
cupping-040,judge,每支样品研磨前要用同一支豆子对磨豆机进行清洗，保证样品的统一。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:40,,
cupping-041,judge,为了更好地捕捉干香，闻的时候可以选择把杯子拿起来靠近鼻子。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:41,,
cupping-042,fill,杯测标准水温是[]摄氏度。,,,,,,,,,,,,,,,,,,,,,93,1,,cupping|source-row:42,,
cupping-043,single,杯测用水的理想TDS为（）ppm。,100～200,110～175,125～180,125～175,,,,,,,,,,,,,,,,,D,1,,cupping|source-row:43,,
cupping-044,qa,浸泡结束应该如何破渣？,,,,,,,,,,,,,,,,,,,,,用杯测勺底部把杯测碗表面咖啡渣从6点往12点方向直线破开（从靠近身体一侧往外直线破开）后用勺底贴着靠碗边的液面顺时针绕三圈，把表面的咖啡粉破开。,1,用杯测勺底部把杯测碗表面咖啡渣从6点往12点方向直线破开（从靠近身体一侧往外直线破开）后用勺底贴着靠碗边的液面顺时针绕三圈，把表面的咖啡粉破开。,cupping|source-row:44|manual-grading,,
cupping-045,single,杯测的浸泡时间为（）。,4:00～4:30,3:30～4:00,4:30～5:00,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:45,,
cupping-046,judge,破渣时，每破完一杯，必须清洗杯测勺后再破另外一杯，避免串味。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:46,,
cupping-047,judge,拥有了必要的透明度（干净度），咖啡的产地风味才能尽情展现。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,cupping|source-row:47,,
cupping-048,judge,甜感完全取决于咖啡熟豆中糖分的高低。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,cupping|source-row:48,,
