external_id,type,stem,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,option_i,option_j,option_image_a,option_image_b,option_image_c,option_image_d,option_image_e,option_image_f,option_image_g,option_image_h,option_image_i,option_image_j,answer,score,explanation,tags,difficulty,image_urls
legal-012,single,SC的中文全称是___？,企业食品生产许可,食品安全执照,食品质量安全,食品生产许可,,,,,,,,,,,,,,,,,D,1,SC = Sheng Chan（生产）= 食品生产许可；QS = Qiyeshipin Shengchanxuke（企业食品生产许可）,legal|source-row:12,,
legal-013,single,解冻后的高危易腐食品原料在常温下存放时，食品原料的表面温度不宜超过___。,10°C,20°C,25°C,8°C,,,,,,,,,,,,,,,,,D,1,《餐饮服务食品安全操作规范》7.3.3 应缩短解冻后的高危易腐食品原料在常温下的存放时间，食品原料的表面温度不宜超过8°C。,legal|source-row:13,,
legal-014,single,专用操作区内的工作人员在加工制作前应___。,严格清洗并消毒手部,清洗手部,更换工作服,消毒手部,,,,,,,,,,,,,,,,,A,1,,legal|source-row:14,,
legal-015,single,使用贮存的食品原料时要遵循什么原则？,后进、先出、先用,先进、先出、先用,先进、先出、后用,先进、后出、先用,,,,,,,,,,,,,,,,,B,1,,legal|source-row:15,,
legal-016,single,需要冷冻储藏的食品，怎样避免使用时反复解冻、冷冻？,使用时只取需要的部分，将剩余部分迅速放回冷冻室。,冷冻贮存食品前先分割食品。,一部分放冷藏，一部分放冷冻。,不得擅自更改食品的储藏方式。,,,,,,,,,,,,,,,,,B,1,《餐饮服务食品安全操作规范》6.4.6 冷冻贮存食品前，宜分割食品，避免使用时反复解冻、冷冻。,legal|source-row:16,,
legal-017,single,冷冻是指将原料、半成品、成品置于___温度以下，以保持冰冻状态贮存的过程。冷冻温度的范围宜低于___。,冰点 -12°C,-6°C -12°C,-12°C -20°C,冰点 -20°C,,,,,,,,,,,,,,,,,A,1,《餐饮服务食品安全操作规范》2.20 冷冻：指将原料、半成品、成品置于冰点温度以下，以保持冰冻状态贮存的过程，冷冻温度的范围宜低于-12°C。,legal|source-row:17,,
legal-018,single,库房内应设置足够数量的存放架，距离地面应在___以上，距离墙壁宜在___以上。,10cm 30cm,30cm 10cm,5cm 10cm,10cm 10cm,,,,,,,,,,,,,,,,,D,1,《餐饮服务食品安全操作规范》5.7.5 库房内应设置足够数量的存放架，其结构及位置能使贮存的食品和物品离墙离地，距离地面应在10cm以上，距离墙壁宜在10cm以上。,legal|source-row:18,,
legal-019,single,冷藏环境温度的范围应在___？,0°C~6°C,0°C~8°C,-8°C~0°C,-6°C~0°C,,,,,,,,,,,,,,,,,B,1,《餐饮服务食品安全操作规范》2.19 冷藏：指将原料、半成品、成品置于0°C~8°C条件下贮存的过程。,legal|source-row:19,,
legal-020,single,国家对食品生产经营实行许可制度。从事食品生产、食品销售、餐饮服务，应当依法取得许可。但是，___不需要取得许可。,食品生产加工小作坊,餐饮服务提供者,销售食用农产品,食品销售经营者,,,,,,,,,,,,,,,,,C,1,《中华人民共和国食品安全法》第三十五条 国家对食品生产经营实行许可制度。从事食品生产、食品销售、餐饮服务，应当依法取得许可。但是，销售食用农产品，不需要取得许可。,legal|source-row:20,,
legal-021,multi,对直接接触食品的工作人员而言，什么情况下需要重新洗手？,打扫卫生或拾捡东西后,接触钱币、手机后,接触直接入口食品前,使用卫生间、用餐、饮水之后,加工制作不同类型的食品原料前,触摸头发、耳朵、鼻子、面部或身体其他部位后,,,,,,,,,,,,,,,A|B|C|D|E|F,4,《餐饮服务食品安全操作规范》14.4 手部清洗消毒：加工制作过程中，应保持手部清洁。出现下列情形时，应重新洗净手部：a) 加工制作不同存在形式的食品前；b) 清理环境卫生、接触化学物品或不洁物品后；c) 接触直接入口食品前。使用了卫生间、用餐、饮水、吸烟等可能会污染手部的活动后，应重新洗净手部。加工制作不同类型的食品原料前，宜重新洗净手部。,legal|source-row:21,,
legal-022,multi,患有哪些疾病或症状的从业人员应暂停从事接触直接入口食品的工作、待治愈后方可重新上岗？,腹泻,胃病,发热,咽部炎症,皮肤有伤口或感染,,,,,,,,,,,,,,,,A|C|D|E,4,《餐饮服务食品安全操作规范》14.1.2 患有发热、腹泻、咽部炎症等病症及皮肤有伤口或感染的从业人员，应主动向食品安全管理人员等报告，暂停从事接触直接入口食品的工作，必要时进行临时健康检查，待查明原因并将有碍食品安全的疾病治愈后方可重新上岗。,legal|source-row:22,,
legal-023,multi,按照食品安全相关法律规定，以下哪些原料乳可以用于咖啡等自制饮品？,预包装鲜牛奶,自家养的奶牛所产的鲜牛乳,从牧场直购的、经过高温消毒后的散装鲜乳,购于超市、保质期六个月的保久乳（高温杀菌乳）,,,,,,,,,,,,,,,,,A|D,3,《餐饮服务食品安全操作规范》7.4.3.6 自制饮品：自制饮品所用的原料乳，宜为预包装乳制品。保久乳属于预包装乳制品。散装生牛乳不属于预包装乳制品。,legal|source-row:23,,
legal-024,multi,咖啡吧台中，暂时摆放做好的咖啡、吐司的区域属于___？,清洁操作区,专用操作区,餐用具保洁区,食品处理区,准清洁操作区,,,,,,,,,,,,,,,,A|B|D,3,专用操作区属于清洁操作区，清洁操作区属于食品处理区。专用操作区指处理或短时间存放直接入口食品的专用加工制作区域，包括备餐区（指暂时放置、整理、分发成品的区域）等。,legal|source-row:24,,
legal-025,multi,从供应商处采购的食品在入库时要查验___：,预包装食品的包装完整、清洁、无破损，标识与内容物一致。,具有正常的感官性状。,食品在保质期内。,冷藏食品表面温度与标签标识的温度要求不超过3°C。,食品标签标识符合相关要求。,,,,,,,,,,,,,,,,A|B|C|D|E,4,《餐饮服务食品安全操作规范》6.3.2 入库查验和记录：预包装食品的包装完整、清洁、无破损，标识与内容物一致。具有正常的感官性状。食品标签标识符合相关要求。食品在保质期内。冷藏食品表面温度与标签标识的温度要求不得超过+3°C。,legal|source-row:25,,
legal-026,multi,冷冻/冷藏贮存食品时，不宜___？,第一时间冷冻（藏）贮存采购的冷冻（藏）食品。,堆积、挤压食品,使用密闭容器,存放超过保质期的食品或原料,,,,,,,,,,,,,,,,,B|D,3,应使用密闭容器。不得堆积、挤压食品。不得存放超过保质期的食品或原料。,legal|source-row:26,,
legal-027,multi,餐饮场所的卫生间必须符合以下哪些规定？,不得设置在食品处理区内。,与外界直接相通的门能自动关闭。,出入口不应直对食品处理区，不宜直对就餐区。,设置独立的排风装置，有照明。,设置冲水式便池，配备便刷。,出口附近设置洗手设施。,,,,,,,,,,,,,,,A|B|C|D|E|F,4,《餐饮服务食品安全操作规范》5.4.2 卫生间：卫生间不得设置在食品处理区内。卫生间出入口不应直对食品处理区，不宜直对就餐区。卫生间与外界直接相通的门能自动关闭。设置独立的排风装置，有照明。应设置冲水式便池，配备便刷。应在出口附近设置洗手设施。,legal|source-row:27,,
legal-028,multi,食品处理区指贮存、加工制作食品及清洗消毒保洁餐用具（包括餐饮具、容器、工具等）等的区域。根据清洁程度的不同，食品处理区可分为___、___、一般操作区。,清洁操作区,一般操作区,准清洁操作区,专用操作区,餐用具保洁区,,,,,,,,,,,,,,,,A|B|C,3,《餐饮服务食品安全操作规范》2.5 食品处理区：根据清洁程度的不同，可分为清洁操作区、准清洁操作区、一般操作区。,legal|source-row:28,,
legal-029,multi,"以下哪些区域属于《餐饮服务食品安全操作规范》中的""辅助区""？",更衣区,卫生间,办公室,食品库房,门厅,,,,,,,,,,,,,,,,A|B|C|E,4,2.17 辅助区：指办公室、更衣区、门厅、大堂休息厅、歌舞台、卫生间、非食品库房等非直接处理食品的区域。,legal|source-row:29,,
legal-030,multi,存放、清洗清洁工具的区域应如何设置？,设置独立隔间、区域或设施存放清洁工具。,应存放于餐饮服务场所外，并与餐饮服务场所保持适当距离。,其位置不应污染食品。,有明显的区分标识。,,,,,,,,,,,,,,,,,A|C|D,3,《餐饮服务食品安全操作规范》4.2.4 设置独立隔间、区域或设施，存放清洁工具。专用于清洗清洁工具的区域或设施，其位置不会污染食品，并有明显的区分标识。,legal|source-row:30,,
legal-031,multi,以下哪些文件必须公示在【就餐区】醒目位置？（注：本题仅指就餐区，而非整个经营场所）,食品经营许可证,公司营业执照,日常监督检查结果记录表,餐饮服务食品安全等级标识,,,,,,,,,,,,,,,,,A|C|D,3,《餐饮服务食品安全操作规范》13.7 公示：将食品经营许可证、餐饮服务食品安全等级标识、日常监督检查结果记录表等公示在就餐区醒目位置。注意：公司营业执照不是在就餐区公示，而是在经营场所显著位置公示。,legal|source-row:31,,
legal-032,multi,如何处理消费者提出的食品安全投诉？,立即核实，妥善处理，留存记录。,经核实确有异常的，应及时撤换，告知备餐人员做出相应处理。,给消费者赔款了事。,对同类食品进行检查。,,,,,,,,,,,,,,,,,A|B|D,3,,legal|source-row:32,,
legal-033,multi,使用卫生杀虫剂和杀鼠剂时需要满足哪些要求？,选择标签信息齐全并在有效期内的杀虫（鼠）剂。,不得将不同的卫生杀虫剂混配。,优先选择低毒或微毒的卫生杀虫剂和杀鼠剂。,使用人员应经过有害生物防制专业培训。,使用区域应设置警示标识。,不得在食品处理区和就餐场所存放卫生杀虫剂和杀鼠剂产品。,,,,,,,,,,,,,,,A|B|C|D|E|F,4,《餐饮服务食品安全操作规范》12.4 卫生杀虫剂和杀鼠剂的管理：选择的卫生杀虫剂和杀鼠剂，应标签信息齐全并在有效期内。不得将不同的卫生杀虫剂制剂混配。鼓励使用低毒或微毒的卫生杀虫剂和杀鼠剂。使用人员应经过有害生物防制专业培训。使用区域应设置警示标识。不得在食品处理区和就餐场所存放卫生杀虫剂和杀鼠剂产品。,legal|source-row:33,,
legal-034,multi,消费者就餐时，就餐区应避免进行哪些活动？,施工,搬动桌椅,整理餐具,扫地,,,,,,,,,,,,,,,,,A|D,3,《餐饮服务食品安全操作规范》8.2 用餐服务：消费者就餐时，就餐区应避免从事引起扬尘的活动（如扫地、施工等）。,legal|source-row:34,,
legal-035,multi,餐饮服务场所指与食品加工制作、供应直接或间接相关的区域，主要包括___？,食品处理区,就餐区,辅助区,清洁操作区,,,,,,,,,,,,,,,,,A|B|C,3,《餐饮服务食品安全操作规范》2.4 餐饮服务场所：指与食品加工制作、供应直接或间接相关的区域，包括食品处理区、就餐区和辅助区。,legal|source-row:35,,
legal-036,multi,食品经营者发现其经营的食品不符合食品安全标准时，应当___？,立即停止经营（该食品）。,食品生产者认为应当召回的、或者由于经营者的原因造成的，应当立即召回。,将食品处理情况向所在地县级人民政府食品药品监督管理部门报告。,通知相关生产经营者和消费者，并记录停止经营和通知情况。,,,,,,,,,,,,,,,,,A|B|C|D,4,《中华人民共和国食品安全法》第六十三条：食品经营者发现其经营的食品不符合食品安全标准的，应当立即停止经营，通知相关生产经营者和消费者，并记录停止经营和通知情况。食品生产者认为应当召回的，应当立即召回。将食品处理情况向所在地县级人民政府食品药品监督管理部门报告。,legal|source-row:36,,
legal-037,multi,预包装食品的包装上应有标签。标签须标明哪些内容？,成分或者配料表,名称、规格、净含量、生产日期,生产者的名称、地址、联系方式,保质期,产品标准代号,贮存条件,所使用的食品添加剂在国家标准中的通用名称,生产许可证编号,,,,,,,,,,,,,A|B|C|D|E|F|G|H,4,《中华人民共和国食品安全法》第六十七条 预包装食品包装上应当有标签。标签应当标明：名称、规格、净含量、生产日期；成分或者配料表；生产者的名称、地址、联系方式；保质期；产品标准代号；贮存条件；所使用的食品添加剂在国家标准中的通用名称；生产许可证编号等。,legal|source-row:37,,
legal-038,multi,下列哪些食品类产品是《食品安全法》禁止生产经营的？,用回收食品作为原料生产的食品,用超过保质期的食品原料、食品添加剂生产的食品、食品添加剂,无标签的预包装食品、食品添加剂,餐饮场所内自制的、无食品生产许可证的食品,被包装材料、容器、运输工具等污染的食品、食品添加剂,标注虚假生产日期、保质期或者超过保质期的食品、食品添加剂,,,,,,,,,,,,,,,A|B|C|E|F,4,《中华人民共和国食品安全法》第三十四条：禁止生产经营用回收食品作为原料生产的食品；用超过保质期的食品原料生产的食品；无标签的预包装食品；被包装材料污染的食品；标注虚假生产日期、超过保质期的食品等。,legal|source-row:38,,
legal-039,multi,食品经营者贮存散装食品（食用农产品除外），应当在贮存位置标明___。,食品的名称,食品的生产日期或者生产批号,食品的保质期,食品的生产者名称,食品的生产者联系方式,,,,,,,,,,,,,,,,A|B|C|D|E,3,《中华人民共和国食品安全法》第六十八条 食品经营者销售散装食品，应当在散装食品的容器、外包装上标明食品的名称、生产日期或者生产批号、保质期以及生产经营者名称、地址、联系方式等内容。,legal|source-row:39,,
legal-040,judge,供餐过程中，应使用清洁的托盘等工具，避免从业人员的手部直接接触食品，预包装食品除外。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,legal|source-row:40,,
legal-041,judge,盛放海盐等调味料的容器应保持清洁，使用后加盖存放，并标注生产日期、保质期等内容及开封日期。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,legal|source-row:41,,
legal-042,judge,接触食品的容器和工具可以放置在打扫干净的地面上。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,《餐饮服务食品安全操作规范》7.1.2 接触食品的容器和工具不得直接放置在地面上或者接触不洁物。,legal|source-row:42,,
legal-043,judge,采购食品及相关产品时，应留存每笔购物或送货凭证。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,《餐饮服务食品安全操作规范》6.3.1.8 采购食品、食品添加剂、食品相关产品的，应留存每笔购物或送货凭证。,legal|source-row:43,,
legal-044,judge,加工制作食品的设施设备、容器、工具可以用于与加工制作食品无关的用途。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,,legal|source-row:44,,
legal-045,judge,食品处理区（冷冻库、冷藏库除外）和就餐区应保持空气流通。专间应设立独立的空调设施。应定期清洁消毒空调及通风设施。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,《餐饮服务食品安全操作规范》5.6 通风排烟设施：食品处理区（冷冻库、冷藏库除外）和就餐区应保持空气流通。专间应设立独立的空调设施。应定期清洁消毒空调及通风设施。,legal|source-row:45,,
legal-046,judge,在设施有限的前提下，食品加工用具可以与食品原料、清洁用具共用一个清洗水池。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,《餐饮服务食品安全操作规范》5.3.2 食品工用具的清洗水池应与食品原料、清洁用具的清洗水池分开。,legal|source-row:46,,
legal-047,judge,按照《餐饮服务食品安全操作规范》，食品处理区可以设置在室外。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,《餐饮服务食品安全操作规范》4.2.1 食品处理区应设置在室内，并采取有效措施，防止食品在存放和加工制作过程中受到污染。,legal|source-row:47,,
legal-048,judge,消毒后的杯子等餐具和接触食品的工具，应定位存放在专用的密闭保洁设施内，保持清洁。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,《餐饮服务食品安全操作规范》10.2 餐用具保洁：消毒后的餐饮具、盛放或接触直接入口食品的容器和工具，应定位存放在专用的密闭保洁设施内，保持清洁。,legal|source-row:48,,
legal-049,judge,销售散装食品时，可以将不同批次的散装食品混装在一起。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,《上海市食品安全条例》第三十七条：不得混装不同批次的散装食品。,legal|source-row:49,,
legal-050,judge,餐饮服务场所内可以使用粘鼠板、捕鼠笼、杀鼠剂、鼠饵站等方式来预防鼠患。,正确,错误,,,,,,,,,,,,,,,,,,,B,1,《餐饮服务食品安全操作规范》12.2.2 餐饮服务场所内应使用粘鼠板、捕鼠笼、机械式捕鼠器等装置，不得使用杀鼠剂。餐饮服务场所外可使用抗干预型鼠饵站，鼠饵站和鼠饵必须固定安装。,legal|source-row:50,,
legal-051,judge,食品保质期是指食品在标明的贮存条件下保持品质的期限。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,legal|source-row:51,,
legal-052,judge,从事接触直接入口食品工作的食品生产经营人员应当每年进行健康检查，取得健康证明后方可上岗工作。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,《食品安全法》第四十五条 从事接触直接入口食品工作的食品生产经营人员应当每年进行健康检查，取得健康证明后方可上岗工作。,legal|source-row:52,,
legal-053,judge,餐饮服务提供者应当按照要求对餐具、饮具进行清洗消毒，不得使用未经清洗消毒的餐具、饮具。,正确,错误,,,,,,,,,,,,,,,,,,,A,1,,legal|source-row:53,,
legal-054,judge,"生产经营的食品中不得添加药品，但是可以添加按照传统既是食品又是中药材的物质。这里，是否属于""按照传统既是食品又是中药材的物质""通常是根据地方经验决定的。",正确,错误,,,,,,,,,,,,,,,,,,,B,1,《中华人民共和国食品安全法》第三十八条 生产经营的食品中不得添加药品，但是可以添加按照传统既是食品又是中药材的物质。按照传统既是食品又是中药材的物质目录由国务院卫生行政部门会同国务院食品药品监督管理部门制定、公布，而非根据地方经验决定。,legal|source-row:54,,
